ID,Proposal title,Proposal state,Pending proposal state,Session type,Track,created,Tags,Abstract,Description,Session image,Speaker IDs,Speaker names
PA7NUF,Contributor Experience & Diversity,confirmed,,Maintainer track,,2022-08-29T09:04:02.276834+00:00,,"Most of us have been hearing about Diversity Equity and Inclusion (DEI) for some years now, and even had access to many resources by now. Our projects have codes of conduct, and some have been doing sprints and mentorships. But how much has fundamentally changed?

Let’s meet for an honest conversation about the challenges of DEI actions, and culture change. How do we achieve long-term impact? What are low-hanging fruit? We can share hard-to-ask questions, effective tools, experiences that shaped our approach, and see if we can all nudge each other forward a little.

Inclusion happens at the community level, also when we want to address DEI itself. So, we will need to create a safe space for hard questions and leave judgment at the door.

Thanks to our grant to advance an inclusive culture in the scientific Python ecosystem, we have created the contributor experience lead role. We have been working with NumPy, SciPy, Matplotlib, and pandas to learn how to integrate this new role to a project, and how to introduce contributor hospitality techniques. We are working on creating widely available resources, and we would benefit from hearing from maintainers from the wider community.","Most of us have been hearing about Diversity Equity and Inclusion (DEI) for some years now, and even had access to many resources by now. Our projects have codes of conduct, and some have been doing sprints and mentorships. But how much has fundamentally changed?

Let’s meet for an honest conversation about the challenges of DEI actions, and culture change. How do we achieve long-term impact? What are low-hanging fruit? We can share hard-to-ask questions, effective tools, experiences that shaped our approach, and see if we can all nudge each other forward a little.

Inclusion happens at the community level, also when we want to address DEI itself. So, we will need to create a safe space for hard questions and leave judgment at the door.

Thanks to our grant to advance an inclusive culture in the scientific Python ecosystem, we have created the contributor experience lead role. We have been working with NumPy, SciPy, Matplotlib, and pandas to learn how to integrate this new role to a project, and how to introduce contributor hospitality techniques. We are working on creating widely available resources, and we would benefit from hearing from maintainers from the wider community.",,AHQBCP,Noa Tamir
PFQPTF,Renku-Python: Reproducible and Reusable Workflows,confirmed,,Poster,,2022-05-30T15:20:15.478301+00:00,,"Renku is a platform that bundles together various tools for reproducible and collaborative data analysis projects. Here we take a deep dive into the Python CLI and library component of the Renku platform, highlighting its functionality for recording and executing workflows both locally and remotely, as well as its architecture for storing recorded metadata in a knowledge graph and how this can be extended by third-party plugins.","Renku is a platform that bundles together various tools for reproducible and collaborative data analysis projects. Here we take a deep dive into the Python CLI and library component of the Renku platform, highlighting its functionality for recording and executing workflows both locally and remotely, as well as its architecture for storing recorded metadata in a knowledge graph and how this can be extended by third-party plugins.

The Python component of Renku supports tracking workflows, datasets and projects. This talk will focus on the workflow functionality, which allows recording, composing and reusing workflows on the command line and executing them with different execution backends (such as CWL, Toil or Argo), be it locally, on HPC or in the cloud.  
It allows reusing the same workflow with a range of parameters, tracking every execution and recording provenance of all used inputs and produced outputs. This makes it easier than ever to share your process with others and have them reproduce and reuse it. Additionally, third-party tools and plugins can enrich the Renku metadata with arbitrary data of their own, allowing Renku to support a multitude of use-cases and to integrate with different domains.

The integrated Python API allows easy access to this metadata, making it simple to extend and build on top of the Renku platform. The system for storing this metadata integrates with Git and normal development workflows and uses an efficient implementation that allows translation from internally-stored metadata to other formats, such as JSON-LD to integrate as part of our larger knowledge graph or exporting to third-party workflow languages.

We will also discuss planned future changes and how we plan to support interoperability with other workflow systems as well as easy integration with remote storage options such as S3 for large amounts of data, as well as how these features integrate with and streamline working with the Renku platform as a whole.",,VJ9CZQ,Ralf Grubenmann
PRYDKM,dirty_cat : a Python package for Machine Learning on Dirty Categorical Data,confirmed,,Poster,,2022-06-09T15:16:51.460538+00:00,,"In this talk, we will introduce ""dirty_cat"", a Python library for encoding dirty, non-curated categorical features into numerical features while preserving similarities.
We will focus on a few methods implemented in the similarity encoder, the Gamma-Poisson encoder, the min-hash encoder and the super-vectorizer.","Machine learning models are used in many applications to predict a target variable given features that provides additional information. For instance, we can be interested in predicting the salary of an employee (target) given its job title and experience level (features). However, machine learning algorithms only operate on numerical features. When dealing with categorical features like job titles, a preprocessing step must be performed in order to encode them into numerical features.

A naive way to encode such data into numerical features is one-hot encoding: each job title is assigned a binary vector that is orthogonal to those of other jobs. This simple method encodes each category (job title) independently from the others, and therefore fails to capture similarities between them. For instance, ""Police Captain"" is more similar to ""Police Cadet"" than ""Property Manager II"" and thus they are more likely to have similar salaries. Preserving this information when encoding categories is crucial to the performance of the machine learning model.

Dirty-cat is a Python package that provides tools to easily encode categorical data into numerical features while capturing similarities between categories: after encoding, similar categories are described by vectors with close coefficients, thus improving prediction. The package provides a user-friendly interface to easily transform a raw table with string features into a clean table that can be directly leveraged by machine learning models.

We will focus on methods developed in ""Similarity encoding for learning with dirty categorical variables"" and ""Encoding high-cardinality string categorical variables"" by Patricio Cerda et al., and implemented in the Gamma-Poisson encoder, the similarity encoder, the min-hash encoder, and the super-vectorizer.",,YRSL8P,Lilian Boulard
QG8WUR,Optimizing inference for state of the art python models,confirmed,,Talk,,2022-06-13T17:13:22.533809+00:00,,"This talk will take state of the art python models and show how, through advanced inference techniques, we can drastically increase the performance of the models at runtime. You’ll learn about the open source MLServer project and see live how easily it helps serve python-based machine learning models.","Machine learning models are often created with an emphasis on how they run during training but with little regard for how they’ll perform in production. In this talk, you’ll learn what those issues are and how to address them using some state of the art models as an example. We’ll introduce the open source project, MLServer, and look at how features, such as multi-model serving and adaptive batching, can optimize performance for your models. Finally, you’ll learn how using an inference server locally can speed up the time to deployment when moving to production.",,GBEPWN,Ed Shee
QHUSYT,Python in the browser,confirmed,,Maintainer track,,2022-08-30T09:04:39.344626+00:00,,"Recently it became possible to run Python and the scientific Python packages in the browser thanks to WebAssembly and [Emscripten](https://emscripten.org/). This is done in particular in the [Pyodide](https://github.com/pyodide/pyodide) and [emscripten-forge](https://github.com/emscripten-forge/recipes) projects. It allows for a scientific Python application, or a compute environment such as [JupyterLite](https://github.com/jupyterlite/jupyterlite), to be seamlessly accessible to a large number of users with very little effort or infrastructure requirements.

At the same time, the scientific Python ecosystem did not evolve with the web in mind. We will discuss some of the challenges package maintainers may face when trying to run their package in the browser, and what could be done to overcome these.","Recently it became possible to run Python and the scientific Python packages in the browser thanks to WebAssembly and [Emscripten](https://emscripten.org/). This is done in particular in the [Pyodide](https://github.com/pyodide/pyodide) and [emscripten-forge](https://github.com/emscripten-forge/recipes) projects. It allows for a scientific Python application, or a compute environment such as [JupyterLite](https://github.com/jupyterlite/jupyterlite), to be seamlessly accessible to a large number of users with very little effort or infrastructure requirements.

At the same time, the scientific Python ecosystem did not evolve with the web in mind. We will discuss some of the challenges package maintainers may face when trying to run their package in the browser, and what could be done to overcome these.",,TAQFCQ,Roman Yurchak
QRAUXL,Array expressions and symbolic gradients in SymPy,confirmed,,Talk,,2022-05-30T21:59:05.471566+00:00,,"SymPy is an open source computer algebra system (CAS) written in Python.

The recent addition of the array expression module provides an alternative to the matrix expression module, with generalized support to higher dimensions (matrices are constrained to 2 dimensions).

Given the importance of multidimensional arrays in machine learning and mathematical optimization problems, this talk will illustrate examples of tensorial expressions in mathematics and how they can be manipulated using either module or in the index-explicit way.

Conversion tools have been provided to SymPy to allow users to switch an expression between the array form and either the matrix or index-explicit form. In particular, the conversion from array to matrix form attempts to represent contractions, diagonalizations and axis-permutations with operations commonly used in matrix algebra, such as matrix multiplication, transposition, trace, Hadamard and Kronecker products. 

A gradient algorithm for array expressions has been implemented, returning a closed-form array expression equivalent to the derivative of arrays by arrays. The derivative algorithm for matrix expressions now uses this algorithm, attempting to convert the array back to matrix form if trivial dimensions can be dropped.","SymPy supports various ways to represent multidimensional mathematical expressions. For example, the matrix product M N where both M and N are matrix symbols, may be represented as:

- `M*N` ==> matrix expression
- `ArrayContraction(ArrayTensorProduct(M, N), (1, 2))` ==> array expression equivalent to matrix multiplication
- `Sum(M[i, j]*N[j, k], (j, ...))` ==> index-explicit expression with summation equivalent to matrix multiplication

Conversion from the array expression form is implemented in SymPy. Conversions generally work, except for some higher-dimensional array expression forms that cannot be converted to matrix expressions.

The derivative of an array expressions by another array symbol returns an array expression. In the index-explicit form it is performed by using Kronecker delta, while the matrix form currently relies on the conversions to the array form.",,NYVKBG,Francesco Bonazzi
RANUF3,Scipp: Multi-dimensional data arrays with labeled dimensions for dense and binned data,confirmed,,Poster,,2022-05-27T12:29:36.942627+00:00,,"Inspired by Xarray, Scipp (https://scipp.github.io/) enriches raw NumPy-like multi-dimensional arrays of data by adding named dimensions and associated coordinates. For an even more intuitive and less error-prone user experience, Scipp furthermore adds physical units to arrays and their coordinates. Scipp data arrays additionally support a dictionary of masks, basic propagation of uncertainties, and bin-edge coordinates.

On top of the above, Scipp's key feature is support for multi-dimensional non-destructive binning of record-based ""tabular"" data into arrays of bins. The use of labeled arrays with coordinates to represent the table of records allows for clear conceptual association of a record's metadata with dimensions and coordinates of the array of bins. Based on this, Scipp can provide fast, flexible, and efficient binning, rebinning, and filtering operations, all while preserving the original individual records.

Scipp ships with data display and visualization features for Jupyter notebooks, including a powerful plotting interface.","Scipp (https://scipp.github.io/) is in part inspired by [Xarray](https://docs.xarray.dev/en/stable/).
It enriches raw NumPy-like multi-dimensional arrays of data by adding named dimensions and associated coordinates.
Multiple arrays can be combined into datasets.
On top of this, Scipp provides:

- Physical units are stored with each value or coordinate array and are handled in arithmetic operations.
- Support for record-based ""tabular"" data and non-destructive binning thereof, referred to as binned data.
- Support for masks stored alongside data.
- Direct support for histograms, i.e., bin-edge coordinates which are by 1 longer than the data extent.
- Basic propagation of uncertainties.
- Data display and visualization features for Jupyter notebooks, including a powerful plotting interface.

Physical units, dimension labels, and dictionaries of coordinate arrays are used to verify that operands are compatible prior to an operation.
Dimension labels are used for safe and automatic broadcasting and transposition.
In contrast to NumPy, equivalent Scipp functions for array manipulation use dimension labels instead of axis indices.
Selecting slices based on coordinate values is also supported.
See [Data Structures](https://scipp.github.io/user-guide/data-structures.html), [Slicing](https://scipp.github.io/user-guide/slicing.html), and [Computation](https://scipp.github.io/user-guide/computation.html) for more details.

Scipp's support for binned data is conceptually similar to an [Awkward Array](https://awkward-array.readthedocs.io/en/latest/) of records.
While Scipp is less flexible and feature complete than Awkward, Scipp's use of labeled arrays with coordinates (and masks) allows for clear conceptual association of a record's metadata with coordinates of the parent array.
Based on this, Scipp can provide flexible and efficient binning, rebinning, and filtering operations, all while preserving the original individual records.
See [Binned Data](https://scipp.github.io/user-guide/binned-data/binned-data.html) for more details.

Unlike NumPy's masked arrays (`numpy.ma` module), Scipp keeps a dictionary of masks.
Each mask can have a different subset of the data's dimensions, allowing for space-efficient storage of, e.g., a mask of ""rows"" and a mask of ""columns"" of 2-D data.
Scipp propagates masks in binary operations and applies them automatically to data where necessary, e.g., when summing over a dimension.
See [Masking](https://scipp.github.io/user-guide/masking.html) for more details.

In many applications for the physical sciences, coordinates of data need to be transformed into different coordinates.
These transformations can turn into complex multi-step processes involving multiple inputs and multiple outputs.
Dealing with record-based data partitioned into bins further complicates the situation.
Therefore, Scipp provides a graph-based mechanism for defining such transformations based on simple functions implementing individual coordinate transformation steps.
Applying the transformation is then performed by built-in Scipp functionality.
See [Coordinate Transformations](https://scipp.github.io/user-guide/coordinate-transformations.html) for more details.

Scipp aims to provide wrappers for common SciPy functionality, for a safer and higher-level user interface.
For example, instead of positional axis indices Scipp's SciPy wrapper use dimension labels, and Y and X arrays are implicitly given by an arrays values and a coordinate of the array.

While Scipp is mainly intended as a Python library, it is built around a core C++ library, which uses TBB for multi-threading, providing good out-of-the-box performance.

Scipp is developed by the European Spallation Source, a neutron scattering facility under construction in Lund, Sweden.
Scipp is available under the open source BSD-3 licence from PyPI (`pip install scipp`) or via conda (`conda install -c conda-forge -c scipp scipp`).",,FXPCAL,Simon Heybrock
RHYT3R,What is Contributor Experience?,confirmed,,Talk (long),,2022-06-01T14:47:53.760538+00:00,,"In my current work as a contributor experience lead, I am supporting and growing Matplotlib’s and Pandas’ communities by organizing events, meetings, and proactive engagement with a focus on equity and inclusion of historically marginalized groups. In my talk I’ll give an introduction to this new role, the grant that supports it, and some of the work done so far…

I will share takeaways for maintainers, and contributors; from simple changes that can be implemented relatively easily, to bigger topics, which one might want to learn more about, and slowly yet proactively, facilitate changes to tweak the contributor experience for a project.","In my current work as a contributor experience lead, I am supporting and growing Matplotlib’s and Pandas’ communities by organizing events, meetings, and proactive engagement with a focus on equity and inclusion of historically marginalized groups. In my talk I’ll give an introduction to this new role, the grant that supports it, and some of the work done so far…

I will share takeaways for maintainers, and contributors; from simple changes that can be implemented relatively easily, to bigger topics, which one might want to learn more about, and slowly yet proactively, facilitate changes to tweak the contributor experience for a project.",,AHQBCP,Noa Tamir
RRQVRN,Introduction to PyTorch,confirmed,,Tutorial,,2022-07-28T10:23:52.039233+00:00,,"In this tutorial we will go through the main features of the `PyTorch` framework for Deep Learning. 
We will start by learning how to build a neural network from the ground up, deep diving into `torch.tensor`,  `Dataset` and `optimisers`. 
We will analyse data cases from different domains (e.g. _numerical_, _images_), introducing different neural network layers and architecture. Last but not least, a few tips from a pure Data science-y perspective will be shared, to appreciate the wonderful integration PyTorch has with the Python Data model!","In this tutorial we will go through the main features of the `PyTorch` framework for Deep Learning. 
We will start by learning how to build a neural network from the ground up, deep diving into `torch.tensor`,  `Dataset` and `optimisers`. 
We will analyse data cases from different domains (e.g. _numerical_, _images_), introducing different neural network layers and architecture. Last but not least, a few tips from a pure Data science-y perspective will be shared, to appreciate the wonderful integration PyTorch has with the Python Data model!",,YQKWBT,Valerio Maggio
S7NHQE,ReservoirPy: Efficient Training of Recurrent Neural Networks for Timeseries Processing,confirmed,,Poster,,2022-06-06T18:35:37.902944+00:00,,"ReservoirPy is a simple user-friendly library based on Python scientific modules. It provides a flexible interface to implement efficient Reservoir Computing (RC) architectures with a particular focus on Echo State Networks (ESN). Advanced features of ReservoirPy allow to improve computation time efficiency on a simple laptop compared to basic Python implementation, with datasets of any size.

Some of its features are: offline and online training, parallel implementation, sparse matrix computation, fast spectral initialization, advanced learning rules (e.g. Intrinsic Plasticity) etc. It also makes possible to easily create complex architectures with multiple reservoirs (e.g. deep reservoirs), readouts, and complex feedback loops. Moreover, graphical tools are included to easily explore hyperparameters with the help of the hyperopt library. It includes several tutorials exploring exotic architectures and examples of scientific papers reproduction. Moreover, graphical tools are included to easily explore hyperparameters with the help of the hyperopt library. ReservoirPy is available on GitHub https://github.com/reservoirpy/reservoirpy with the open source MIT license, it includes a detailed documentation https://reservoirpy.readthedocs.io and a pypi package for easy installation.","From weather to language, extracting information from data streams is a key issue in Artificial Intelligence. Reservoir Computing (RC) is particularly well suited to take these temporal dynamics into account. It is a machine learning paradigm on sequential data where an artificial neural network is only partially trained. One of the major interests of these recurrent neural networks is their reduced computational cost and the possibility to learn both in on-line and off-line fashion. They have been successfully applied on a wide variety of tasks, from prediction/generation of chaotic timeseries to discrimination of audio sequences, such as bird song recognition. They offer de facto a fast, simple yet efficient way to train RNNs. This ""reservoir of computations"" works thanks to random projections in large dimensions, and is thus similar to temporal Support Vector Machines (SVM).

We present a library that facilitate the creation of RC architectures, from simplest to most complex, based on the Python scientific stack (NumPy, Scipy, Matplotlib). This library offers memory and time efficient implementations for both online and offline training paradigms, such as FORCE learning or parallel ridge regression. The flexibility of the API allows to quickly design ESNs including re-usable and customizable components. It enables to build models such as DeepESNs as well as other advanced architectures with complex connectivity between multiple reservoirs with feedback loops. Extensive documentation and tutorials both for newcomers and experts are provided through GitHub and ReadTheDocs websites.

The presentation will introduces intuitions on the Reservoir Computing paradigm followed by the main features of the ReservoirPy library, illustrated with code examples covering popular RC techniques from the literature.

We argue that such flexible dedicated library will ease the creation of more advanced architectures while guarantying its correct implementation and reproducibility across the RC community. Related projects are also included in the ReservoirPy organisation https://github.com/reservoirpy such as an interface with R language to ReservoirPy.

Github: https://github.com/reservoirpy/reservoirpy

Documentation: https://reservoirpy.readthedocs.io/

Related projects: https://github.com/reservoirpy

R interface to ReservoirPy: https://github.com/reservoirpy/reservoirR",,KWE7XB,Xavier Hinaut
SSZFWQ,Introduction to Python for scientific programming,confirmed,,Tutorial,,2022-07-13T16:19:26.090323+00:00,,"This tutorial will provide an introduction to Python intended for beginners.

It will notably introduce the following aspects:

- built-in types
- controls flow (i.e. conditions, loops, etc.)
- built-in functions
- basic Python class","This tutorial will provide an introduction to Python intended for beginners.

It will notably introduce the following aspects:

- built-in types
- controls flow (i.e. conditions, loops, etc.)
- built-in functions
- basic Python class

We introduce here the Python language. Only the bare minimum necessary for getting started with Numpy and Scipy is addressed here. To learn more about the language, consider going through the excellent tutorial https://docs.python.org/tutorial.",,KSWEHL,Mojdeh Rastgoo
SYA7GA,Interactive Data Science in the browser with JupyterLite and Emscripten Forge,confirmed,,Talk (long),,2022-06-04T18:00:32.859822+00:00,,"JupyterLite is a Jupyter distribution that runs entirely in the web browser, backed by in-browser language kernels including WebAssembly powered Jupyter Xeus kernels and Pyodide.

JupyterLite enables data science and interactive computing with the PyData scientific stack, directly in the browser, without installing anything or running a server.

JupyterLite leverages the Emscripten and Conda Forge infrastructure, making it possible to easily install custom packages with binary extensions in the browser, such as numpy, scipy and scikit-learn.","This will be a functional talk to present JupyterLite with concrete examples and live demos in the web browser.

The structure of the presentation is as follows:

- Introduction
- Easy interactive computing in the browser
- A lightweight Jupyter Frontend running in the browser
  - Boots in seconds
  - Deployment and scalability made easy
- Demos of the Features:
  - the WebAssembly powered Python kernel
  - Support for existing JupyterLab Extensions, IPython, Jupyter Widgets, interactive visualizations
  - Support for Real Time Collaboration
  - Working with files and notebooks
- A quick overview of the underlying architecture
  - Plugin-based as a Lumino application
  - Extensible by design: most JupyterLab extensions are compatible by default and new kernels can easily be added
- Emscripten Forge
  - Presentation of the distribution that enables the emscripten platform for the mamba (conda) package manager
  - Allows freezing in time a given WebAssembly environment. This will enable a new level of computational reproducibility.
  - Based on the WebAssembly standard supported by all web browsers
  - Demo of using a custom set of Python packages in a JupyterLite deployment
- A wide range of use cases
  - Embed a live Python console on your website 🚀
  - Powering the numpy and sympy documentation to let anyone try the libraries in the browser without installing anything
  - Education: easy access to computing environment without the trouble of installing anything
  - Reducing the load on public services like mybinder.org
- What's coming up next",,"KA8ZHH, JW8BQY, TDTZCJ","Jeremy Tuloup, Martin Renou, Thorsten Beier"
TXX8MQ,"conda-forge, mamba, boa and quetz - the evolution of package management for data science and beyond",confirmed,,Talk,,2022-06-01T18:47:35.550348+00:00,,"Mamba is a fast, cross-platform and language independent package manager that is fully compatible with conda packages. 
It has enabled the conda-forge project to scale way beyond what was previously possible. 
In this talk we present further innovations in the mamba ecosystem, including boa, a new build tool based on mamba and quetz, an open-source and extensible package server for conda packages.","Mamba is widely used in the conda-forge community, a binary distribution of scienitific open-source packages for Windows, macOS and Linux. Today, mamba powers hundreds of automated builds for Python, C, C++ and many other programming languages every day. In this talk we will go into some of the details that make the conda-forge project and the mamba integration so successful.

Furthermore, we will highlight some interesting new innovations coming to the mamba project. Thanks to a CZI grant we currently work on the sandboxing of environments on Linux and macOS, zchunk support for repodata, package metadata signing, OCI and S3 support and more.

Additionally, we will take a look at a new build tool called boa. Boa comes with a new recipe format that is cleaner and faster to evaluate and makes building new packages a smooth  process. It comes with an interactive mode to make packages easily debuggable. We will show how we have used boa to produce an experimental WASM distribution called ""emscripten-forge"" that builds WebAssembly enabled conda-packages that can readily be used in the web-browser with JupyterLite.

Lastly, we will show recent improvements in quetz, the open-source conda package server. It is fully extensible, both in the front- and backend – something we want to use with the conda-forge project to add more features for users and package maintainers such as fast (metadata) package search.",,M7CWJZ,Wolf Vollprecht
TXYGUK,Time Series Forecasting with scikit-learn's Quantile Gradient Boosted Regression Trees,confirmed,,Tutorial,,2022-06-06T20:53:06.167426+00:00,,"This tutorial will introduce how to leverage scikit-learn's powerful
**histogram-based gradient boosted regression trees** with various loss functions
(Least squares, **Poisson** and the **pinball loss** for quantile estimation) on a time
series forecasting problem. We will see how to leverage pandas to build **lag and
windowing features** and [scikit-learn](https://scikit-learn.org) time-series cross-validation tools and other
model evaluation tools.","This tutorial is intended for an audience with some familiarity with data
science tools and machine learning concepts. It will start from practical
considerations on how to manipulate the data and fit simple yet powerful
models and progressively move to more advanced considerations on model
evaluation.

The main focus is to show how to **cast a time series forecasting problem into a
supervised machine learning problem** (non-linear regression) using basic
pandas-based feature engineering, time series aware cross-validation and
highlighting the impact of the choice of the loss function of gradient boosting
models.

We will compare this forecasting to a baseline that only leverages instantaneous
contextual variables as predictors using scikit-learns feature engineering tools
(column transformers and pipelines) with a particular emphasis how to build
**cyclic time-derived features** and categorical variables.

We will then dive deeper into model evaluation assessing various performance metrics with time-series aware cross-validation.

We will compare uncertainty bounds from quantile regression with conformal prediction methods from MAPIE.

Finally we will explore how to deal with the auto-regressive setting to predict forecast for a multi-step horizon with `sktime`.

The tutorial will be available as a Jupyter notebook and the audience will be
encouraged to develop there how intuitions by experimenting interactively with
the teaching material.

If time allows, we will also compare this approach with alternative solutions
based on neural networks or linear models trained on rich spline-based features.",,NEUMLP,Olivier Grisel
UCDNLV,Effectively using matplotib,confirmed,,Tutorial,,2022-07-13T16:47:26.210003+00:00,,This tutorial explains the fundamental ideas and concepts of matplotlib. It's suited for complete beginners to get started as well as existing users who want to improve their plotting abilities and learn about best practices.,"Matplotlib is one of the most-used and powerful visualization libraries for python. Nevertheless, there has been and still is some confusion on how use it properly. This has a number of reasons ranging from an evolution of the API and lack of good documentation to the complexity that comes with the large feature set and flexibility. But these issues can be overcome.

This tutorial will explain the main concepts and intended usage patterns of matplotlib. Knowing these, lets you effectively use high-level functions for most of the cases. But you will be able to go into the details if you need to fine-tune certain aspects of the plot. We'll also touch some nowadays discouraged ways of working from the past (you should know what not to do - even though that's still found in lots of examples on the web) and we may get a glimpse into the future.

Tim Hoffmann joined the matplotlib core development team almost two years ago with the mission to make matplotlib easier to use.

Requirements and set up instructions:
Jupyter plus any recent (>=3.0) matplotlib version will do. To be on the safe side, you may set up a new conda environment using conda create -n using-mpl matplotlib jupyterlab pandas ipympl.

Notebooks: https://github.com/timhoffm/using-matplotlib",,X8YQJR,Tim Hoffmann
UNTLSR,"conda-forge: supporting the growth of the volunteer-driven, community-based packaging project",confirmed,,Talk (long),,2022-06-13T18:53:12.325772+00:00,,"The conda-forge project is one of the fastest growing Open Source communities out there – and most data scientists have probably heard of it. In this talk we explain the inner workings of conda-forge, its relationship to conda and PyPI, and we will explain how everyone can package software with conda-forge.","The conda-forge project offers binary packages for Linux, macOS and Windows. It has greatly simplified software distribution for millions of users. As a volunteer-run Open Source project with build instructions for a plethora of software packages that are most often used in the multidisciplinary community of scientific computing, conda-forge has seen an unprecedented growth, not the least because of the success of Python in that field.

In this talk we’ll take a look at the past, present and future of the project and showcase a number of projects in the overarching conda ecosystem that help with scaling conda-forge.

The talk will go into detail how the conda-forge project is maintained by volunteers and where collaboration between participating organizations is a key aspect of shaping its future.
We will also answer the question “Why not just use PyPI and the Python packaging stack?” and show how easy it is to create and submit packages to conda-forge.",,"M7CWJZ, LEG8KZ, 9YF3VD","Wolf Vollprecht, Jannis Leidel, Jaime Rodríguez-Guerra"
UWGJXA,Evaluating your machine learning models: beyond the basics,confirmed,,Tutorial,,2022-06-06T19:48:29.574408+00:00,,"This tutorial will guide towards good evaluation of machine-learning models, choosing metrics and procedures that match the intended usage, with code examples using the latest scikit-learn's features. We will discuss how good metrics should characterize all aspects of error, e.g. on the positive and negative class; the probability of a detection, or the probability of a true event given a detection; as they may need to catter for class imbalance. Metrics may also evaluate confidence scores, e.g. calibration. Model-evaluation procedures should gauge not only the expected generalization performance, but also its variations.","Model evaluation is a crucial aspect of machine-learning, to choose the best model, or to decide if a given model is good-enough for production. This tutorial will give didactic introductions to the various statistical aspects of model evaluation: what aspects of model prediction are important to capture, and how different metrics available in scikit-learn captures them. How to devise a model-evaluation procedure that is best suited to select the best model, or control that a model is suited for usage. This tutorial goes beyond mere application of scikit-learn and we expect even experts to learn useful considerations.

The tutorial will be loosely based on the following preprint https://hal.archives-ouvertes.fr/hal-03682454, but with code examples for each important concept. A tentative outline is as follows:

### Performance metrics

#### Metrics for classification

- Binary classification
    - Confusion matrix
    - Simple summaries and their pitfalls
    - Probability of detection given true class, or vice versa?
    - Summary metrics for low prevalence
    - Metrics for shifts in prevalence
    - Multi-threshold metrics
    - Confidence scores and calibration
- Multi-class classification
    - Adapting binary metrics to multi-class settings
    - Multilabel classification

#### Metrics for regression

- R2 score
- Absolute error measures
- Assessing the distribution of errors

### Evaluation strategies

#### Evaluating a learning procedure

- Cross-validation strategies
- Driving model choices: nested cross-validation
- Statistical testing
    - Sources of variance
    - Accounting for benchmarking variance

#### Evaluating generalization to an external population

- The notion of external validity
- Confidence intervals for external validation",,"MXCVQL, HRFVLY","Gaël Varoquaux, Arturo Amor"
VFU9JL,Lessions learned from 10 years of Python in industrial reseach and development,confirmed,,Talk (long),,2022-06-06T20:46:11.801104+00:00,,"This talk explains why Python is a good choice for research and development. It spans the arch from a conceptual, almost philosophical, understanding of the software needs of reseach and development up to concrete organiziational strategies.","At the semiconductor division of Carl Zeiss it's our mission is to continuously make computer chips faster and more energy efficient. To do so, we go to the very limits of what is possible, both physically and technologically. This is only possible through massive research and development efforts.

In this talk, we tell the story of how Python became a central part in our R&D activities. We explain what worked and what didn't. This leads to a conceptual understanding of how one should regard software in R&D contexts and what is different from classical production software. Based on this we understand how we should structure our software and how we need to set up our organization to support this.",,X8YQJR,Tim Hoffmann
W7WDKW,Getting started with JupyterLab,confirmed,,Tutorial,,2022-06-08T16:26:34.409726+00:00,,"JupyterLab is very widely used in the Python scientific community. Most, if not all, of the other tutorials will use Jupyter as a tool. Therefore, a solid understanding of the basics is very helpful for the rest of the conference as well as for your later daily work.
This tutorial provides an overview of  important basic Jupyter features.","# Outline

## Introduction

* Terminology: JupyterLab, Notebook, IPython (10 min)
* Notebook approach - cells, code, markdown and more (15 min)

## Tools

* Help system and history (10 min)
* Magic functions basics (15 min)

## Development

* Runtime measurements and profiling (20 min)
* Exceptions and debugging (20 min)

The tutorial will be hands on.
While the students will receive a comprehensive PDF with all course content,
I will not distribute pre-filled Notebooks.
Instead, I will start with a blank Notebook for each topic and develop the
content step-by-step.
The participants are encouraged to type along.
My typing speed is usually appropriate and allows participants to follow.
In addition, the supplied PDF contains all needed code and commands to get back
on track, if I should be too fast.
I also explicitly ask for feedback if I am too fast or things are unclear.
I encourage questions at any time.
In fact, questions and my answers are often an important part of my teaching,
making the learning experience much more lively and typically more useful.

### Software Requirements

You need to have Python and JupyterLab installed. I will use Python 3.10. Older versions such as 3.8. or 3.9 should work too. If you use Anaconda, you should be all set. Otherwise, if you use conda install with `conda install -c conda-forge jupyterlab` (or use `mamba` instead of `conda`); if you use `pip` install with `pip install jupyterlab`.",,9KSJ3K,Mike Müller
