ID,Proposal title,Proposal state,Pending proposal state,Session type,Track,created,Tags,Abstract,Description,Notes,Internal notes,Duration,Slot Count,Language,Show this session in public list of featured sessions.,Don't record this session.,Session image,Speaker IDs,Speaker names,Room,Start,End,Median score,Average (mean) score,Resources,Abstract as a tweet,Category [High Performance Computing],"Category [Community, Education, and Outreach]",Category [Machine and Deep Learning],Category [Scientific Applications],Category [Data Science and Visualization],Expected audience expertise: Domain,Expected audience expertise: Python,Talk submissions only : Would you be prepared to do a poster as fallback,Public link to supporting material,Project Homepage / Git
URZEJE,Image processing with scikit-image,confirmed,,Tutorial,Scientific Applications,2023-07-14T17:57:11.660971+00:00,,"Image data are used in many scientific fields such as astronomy, life sciences or material sciences. This tutorial will walk you through image processing with the scikit-image library, which is the numpy-native image processing library of the scientific python ecosystem.

The first hour of the tutorial will be accessible to beginners in image processing (some experience with numpy array is a pre-requisite), and will focus on some basic concepts of digital image manipulation and processing (filters, segmentation, measures). In the last half hour, we will focus on more advanced aspects and in particular Emma will speak about performance and acceleration of image processing.","Image data are used in many scientific fields such as astronomy, life sciences or material sciences. This tutorial will walk you through image processing with the scikit-image library, which is the numpy-native image processing library of the scientific python ecosystem.

The goal of the tutorial is to give confidence to beginners in image processing to get started processing their images with scikit-image, to understand some basic concepts of image processing and to understand how to find help and documentation to go further after the tutorial. For more advanced users, a last part will focus on performance aspects.

The first hour of the tutorial will be accessible to beginners in image processing. Some experience with manipulating numpy arrays is a pre-requisite. We will first explain how to manipulate image pixels as elements of numpy arrays, and how to make basic transformation of images through numpy arrays. Then we will move to some basic concepts of digital image processing:
- image histogram and contrast
- image filtering: transformations of an image resulting in a new image of similar size (for example, thresholding, edge enhancement, etc.)
- image segmentation: partitioning an image into several regions (objects)
- measures on binary images
This part will be hands-on with several exercises, and we will show how to use the scikit-image documentation to find relevant information.

In the last half hour, Emma will focus on more advanced aspects and in particular will speak about performance and acceleration of image processing.",,,90,1,en,False,False,,"KMDJAL, DG7LSG","Guillaume Lemaitre, Joan Massich",HS 120,2023-08-15T13:30:00+00:00,2023-08-15T17:00:00+02:00,,,,Getting started with image processing using scikit-image: make the most out of your image data,Parallel Computing,Learning and Teaching Scientific Python,Supervised Learning,Astronomy,Data Analysis and Data Engineering,none,some,,,
UVBBQZ,Exploring GPU-powered backends for scikit-learn,confirmed,,Talk (25 mins + Q&A),High Performance Computing,2023-04-29T21:47:15.337993+00:00,,"Could scikit-learn future be GPU-powered ? This talk will discuss the performance improvements that GPU computing could bring to existing scikit-learn algorithms, and will describe a plugin-based design that is being foresighted to open-up scikit-learn compatibility to faster compute backends, with special concern for user-friendliness, ease of installation, and interoperability.","GPUs are known to be the preferred hardware for deep-learning based applications, but their use for a wide range of other algorithms has also been proved to be relevant: k-means, random forests, nearest neighbors search,... CPU-based implementations can be outshined and more particularly so where the data is plentiful to the point where the duration for training an estimator becomes a bottleneck. But at what point does it really start to matter, and can it really be a concern for scikit-learn users ? we explore a few usecases to try to highlight what is at stake.

But bringing more options for accelerated computing backends could challenge the principles of ease-of-use, ease of installation, and user friendliness, that are at the core of scikit-learn design. As for today, GPU computing software doesn't benefit from seemlessly cross-vendor portability features as much as CPU software does, as a result end-users risk confusion with choosing carefully the hardware and compatible libraries, some of which could be proprietary, and could face high interoperability cost if changing the hardware requires changing the software stack. The talk introduces the open-source SYCL-based software toolchain that aims at unlocking interperobility accross all hardware accelerators and all manufacturers.

The scikit-learn library furthermore envisions a plugin-based system that enable external projects to provide alternative compute backends to existing estimators. The plugin-based system eases the development and distributions of backends that could be maintained under the umbrella of the scikit-learn project, while also opening up to third-party providers. Plugins should be easily pip- or conda- installables, seemlessly unlock better performance for scikit-learn estimators, should conform to the same specifications and the same quality standards than scikit-learn default engines, and be swappables so that all users can keep porting and sharing their estimators without regard to the compute backend it has been trained with. Several plugins are being experimented with currently, such as the `sklearn_numba_dpex` project that uses the OneAPI-based toolchain.",,,30,1,en,False,False,,"NEUMLP, LPYNCD","Olivier Grisel, Franck Charras",Aula,2023-08-17T13:30:00+00:00,2023-08-17T16:00:00+02:00,2.00,2.0,,Could scikit-learn future be GPU-powered ? The talk discusses the performance improvements that GPU computing could bring to existing scikit-learn algorithms,Other,,,,,some,some,yes,,https://github.com/soda-inria/sklearn-numba-dpex
UX8CTK,Keynote on polars,confirmed,,Keynote,,2023-06-28T20:01:56.050606+00:00,,"Polars is the ""relatively"" new fast dataframe implementation that redefines what DataFrames are able to do on a single machine, both in regard to performance and dataset size.
In this talk, we will dive into polars and see what makes them so efficient. It will touch on technologies like Arrow, Rust, parallelism, data structures, query optimization and more.","Polars is the ""relatively"" new fast dataframe implementation that redefines what DataFrames are able to do on a single machine, both in regard to performance and dataset size.
In this talk, we will dive into polars and see what makes them so efficient. It will touch on technologies like Arrow, Rust, parallelism, data structures, query optimization and more.
Come to this keynote to learn more about the DataFrame world.",,,60,1,en,False,False,,37ZAQC,Ritchie Vink,Aula,2023-08-17T07:00:00+00:00,2023-08-17T10:00:00+02:00,,,,Keynote on the Polars DataFrame library and query engine,Parallel Computing,Learning and Teaching Scientific Python,Supervised Learning,Astronomy,Data Analysis and Data Engineering,none,some,,,
V7KNNE,Integrating Ethics in ML: From Philosophical Foundations to Practical Implementations,confirmed,,Keynote,,2023-06-28T19:54:56.781234+00:00,,"In the rapidly evolving landscape of Machine Learning (ML), significant advancements like Large Language Models (LLMs) are gaining critical importance in both industrial and academic spheres. However, the rush towards deploying advanced models harbors inherent ethical tensions and potential adverse societal impacts. The keynote will start with a brief introduction to the principles of ethics, viewed through the lens of philosophy, emphasizing how these fundamental concepts find application within ML. Grounding our discussion in tangible realities, we will delve into pertinent case studies, including the BigScience open science initiative, elucidating the practical application of ethical considerations. Additionally, the keynote will touch upon findings from my recent research, which investigates the synergy between ethical charters, legal tools, and technical documentation in the context of ML development and deployment.","In the rapidly evolving landscape of Machine Learning (ML), significant advancements like Large Language Models (LLMs) are gaining critical importance in both industrial and academic spheres. However, the rush towards deploying advanced models harbors inherent ethical tensions and potential adverse societal impacts. The keynote will start with a brief introduction to the principles of ethics, viewed through the lens of philosophy, emphasizing how these fundamental concepts find application within ML. Grounding our discussion in tangible realities, we will delve into pertinent case studies, including the BigScience open science initiative, elucidating the practical application of ethical considerations. Additionally, the keynote will touch upon findings from my recent research, which investigates the synergy between ethical charters, legal tools, and technical documentation in the context of ML development and deployment.",,,60,1,en,False,False,,KGWFV8,Giada Pistilli,Aula,2023-08-16T07:00:00+00:00,2023-08-16T10:00:00+02:00,,,,Integrating Ethics in ML: From Philosophical Foundations to Practical Implementations,Parallel Computing,Learning and Teaching Scientific Python,Supervised Learning,Astronomy,Data Analysis and Data Engineering,none,some,,,
WBSYCM,"Predictive survival analysis with scikit-learn, scikit-survival and lifelines",confirmed,,Tutorial,Machine and Deep Learning,2023-05-14T16:34:39.441721+00:00,,"This tutorial will introduce how to train machine learning models for time-to-event prediction tasks (health care, predictive maintenance, marketing, insurance...) without introducing a bias from censored training (and evaluation) data.","Tutorial notebooks:

- https://github.com/soda-inria/survival-analysis-benchmark

According to Wikipedia:

Survival analysis is a branch of statistics for analyzing the expected duration of time until one event occurs, such as deaths in biological organisms and failure in mechanical systems. [...]. Survival analysis attempts to answer certain questions, such as what is the proportion of a population which will survive past a certain time? Of those that survive, at what rate will they die or fail? Can multiple causes of death or failure be taken into account? How do particular circumstances or characteristics increase or decrease the probability of survival?

In this tutorial we will deep dive into a practical case study of predictive maintenance using tools from the scientific Python ecosystem. Here is a tentative agenda:

- What is time-censored data and why it is a problem to train time-to-event regression models.
- Single event survival analysis with Kaplan-Meier using scikit-survival.
- Evaluation of the calibration of survival analysis estimators using the integrated brier score (IBS) metric.
- Predictive survival analysis modeling with Cox Proportional Hazards, Survival Forests using scikit-survival, GradientBoostedIBS implemented from scratch with scikit-learn.
- How to use a trained GradientBoostedIBS model to estimate the median survival time and the probability of survival at a fixed time horizon.
- Inspecting the learned statistical association between input features and survival probabilities using partial dependence plot.

The tutorial notebooks also contain additional material that we probably won't have time to present in 90 min, namely:

- Competing risks modeling with Nelson–Aalen, Aalen-Johansen using lifelines.
- Estimation of the cause-specific cumulative incidence function (CIF) using our GradientBoostedIBS model.
- Extracting implicit failure data from operation logs using sessionization with Ibis and DuckDB.

Target audience: good familiarity with machine learning concepts, with prior experience using scikit-learn (you know what cross-validation means and how to fit a Random Forest on a Pandas dataframe).",An 4h30 version of this tutorial was presented at JupyterCon 2023.,,90,1,en,True,False,,"NEUMLP, QCVBZD","Olivier Grisel, Vincent Maladiere",Aula,2023-08-14T13:30:00+00:00,2023-08-14T17:00:00+02:00,2.00,2.0,,"Survival Analysis with scikit-learn, scikit-survival and lifelines",,,Supervised Learning,,,expert,some,,https://github.com/soda-inria/survival-analysis-benchmark,
WJTLSW,What-not to expect from NumPy 2.0,confirmed,,Maintainer track,Scientific Applications,2023-05-14T21:19:53.804143+00:00,,"NumPy is planning a 2.0 release early next year replacing the 1.X release.  While we hope that the release will not be disruptive to most users we do plan some larger changes that may affect many.  These changes include modifications to the Python and C-API, for example making the NumPy promotion rules more consistent around scalar values.","The release of a NumPy 2.0 has long been avoided since NumPy tries to have a high threshold for breaking changes.  But due to its age, NumPy has also numerous issues which are difficult to change through a slow deprecation process.
We have finally reached the decision to release a NumPy 2.0 in order to address some of these issues.  A main issue is adoption of NEP 50 to change the scalar promotion rules which will make them more consistent and also is part of pushing towards Array-API adoption.  Further clean-ups of the Python API and changes such as making 64bit integers the default on 64bit windows are also planned.
While our C-API will hopefully get some additions to start supporting our new API around ufuncs and DTypes, we also plan to remove or change API to allow evolution and simplify it.  Let's review some of these changes and open discussion about these or other changes.

While it is good to move forward, it is also very important that a majority of users will not have difficulties with updating or transitioning.  Let's discuss potential issues and solutions.",,,45,1,en,False,False,,QKVYNA,Sebastian Berg,HS 119 - Maintainer track,2023-08-16T12:15:00+00:00,2023-08-16T15:00:00+02:00,2.00,2.0,,What-not to expect from NumPy 2.0:  Let's discuss what is planned for NumPy 2.0 and what is not.,,,,Other,,none,expert,,https://numpy.org/neps/,https://github.com/numpy/numpy
WPEXXC,Generating Data Frames for your test - using Pandas stratgies in Hypothesis,confirmed,,Tutorial,Machine and Deep Learning,2023-04-30T11:38:19.967487+00:00,,"Do you test your data pipeline? Do you use Hypothesis? In this workshop, we will use Hypothesis - a property-based testing framework to generate Pandas DataFrame for your tests, without involving any real data.","In this short 90 mins workshop, we will first go through the basics of hypothesis and what is property-based testing. After that, we will introduce the strategies for Pandas objects - available via the extras in Hypothesis. We will have a glimpse of what the strategies are doing to generate the testing object, including Pandas Series and DataFrames. In the end, we will apply what we learn in real testing applications - testing a data pipeline that involves DataFrames.

## Outline
- Introduction of Property-based testing (15 mins)
- Introduction and basic use of Hypothesis exercises (30 mins)
- Deep dive into Pandas strategies (20 mins)
- Do it yourself - apply property-based testing to data pipelines (20 mins)
- Conclusion (5 mins)

## Prerequisits
No prior knowledge of property-based testing or hypothesis is required. However, we assume the attendee has experience using Pandas and has a basic understanding of Pandas objects. Knowledge about Numpy array and typing would also be beneficial in understanding the Pandas Strategies.

## Goal
We hope the attendee will learn about property-based testing and see how it can benefit their work involved data - especially those that use Pandas. After the workshop, attendees should be able to understand how the Pandas strategies in Hypothesis works and to use Hypotheses to test codes that involve Pandas Series or DataFrame input.","I am a contributor to Hypothesis, especially with the Numpy and Pandas support",,90,1,en,False,False,,8EGVC9,Cheuk Ting Ho,Aula,2023-08-15T11:30:00+00:00,2023-08-15T15:00:00+02:00,2.00,2.0,,"Do you test your data pipeline? Do you use Hypothesis? In this workshop, we will use Hypothesis - a property-based testing framework to generate Pandas DataFrame for your tests, without involving any real data.",,,Reproducible Machine Learning,,,some,some,,,https://github.com/HypothesisWorks/hypothesis/
X8LYJY,Introduction to Geospatial Machine Learning with SRAI,confirmed,,Tutorial,Scientific Applications,2023-05-14T21:07:37.043901+00:00,,"This tutorial offers a thorough introduction to the srai library for Geospatial Artificial Intelligence. Participants will learn how to use this library for geospatial tasks like downloading and processing OpenStreetMap data, extracting features from GTFS data, dividing an area into smaller regions, and representing regions in a vector space using various spatial features. Additionally, participants will learn to pre-train and fine-tune models for downstream tasks.","In this tutorial, we intend to provide a comprehensive introduction to the Spatial Representations for Artificial Intelligence (srai) library. Participants will learn how to utilize this library for various geospatial applications, such as downloading and processing OpenStreetMap data, extracting features from GTFS data, splitting a given area into smaller regions, and embedding regions into a vector space based on different spatial features. Moreover, users will learn how to pre-train a model of their choice and fine-tune existing pre-trained models for use in downstream tasks.

By the end of the tutorial, attendees will be able to:
1. Install and set up the SRAI library.
2. Use SRAI to download and process geospatial data.
3. Apply various regionalization and embedding techniques to geospatial data.
4. Utilize pre-trained embedding models for clustering and similarity search.
5. Pre-train available models from scratch.
6. Fine-tune pre-trained models to use them in downstream tasks.
7. Understand the potential applications and future enhancements of the SRAI library.",,,90,1,en,True,False,,"NEMRFE, DLQCAA, CEEVGF, AEKH3Q, PHTF7Q","Szymon Woźniak, Piotr Szymański, Piotr Gramacki, Kamil Raczycki, Kacper Leśniara",Aula,2023-08-14T08:30:00+00:00,2023-08-14T12:00:00+02:00,2.00,2.0,,"Join us for an in-depth tutorial on the srai library, a powerful tool for GeoAI. Learn to handle geospatial data, create regions representations, and fine-tune specialized models",,,,Geo Science,,some,some,,https://srai-lab.github.io/srai,https://github.com/srai-lab/srai/
XPHSMW,From ab-initio to scattering experiments: A Python workflow for constructing neuroevolution potentials,confirmed,,Poster,Scientific Applications,2023-04-19T11:12:45.224453+00:00,,"Computer simulations such as Molecular Dynamics (MD) are an effective tool in studying a broad range of structural and dynamical properties in atomic-scale systems, but the connection to X-ray or neutron scattering experiments is not always straightforward. 
In this work, we present a Python workflow that starts with the construction of machine learned potentials and ends with the prediction of experimental observables, such as the dynamical structure factor.
Specifically, the Python package `Calorine` is used to train neuro-evolution potentials (NEP) with ab-initio level accuracy using the software package `GPUMD`, whilst still retaining a familiar interface based around the Python framework `ASE`. 
The trained potentials are then used to run MD within GPUMD, also done through `Calorine`.
Finally, the resulting MD trajectories are analyzed with the Python package `Dynasor` in order to calculate dynamical structure factors, which in turn may be convoluted with instrument parameters in order to compare to experiments.
We apply our workflow to crystalline benzene as a prototype system, but the workflow may be readily extended to different systems.","Increased understanding of materials is paramount for transitioning to a sustainable society. In particular, energy materials for use in solar cells are key in such a transition. In order to maximize the efficacy of these materials, one needs to optimize their optical properties, which are governed by quantum mechanics. 

Quantum mechanical simulations, using tools such as Density Functional Theory (DFT), are well suited for this task. They yield detailed and accurate understanding of the system at the level of atoms. However, the computational cost of DFT scales prohibitively with the number of atoms in the system, making them intractable for many systems and materials of great interest. 

One example of a class of such systems are liquid chromophores, which are organic molecules renowned for their optical properties, with uses in solar cells, solvent-free dyes and light emitting diodes. These properties are affected by supramolecular interactions, for instance with the molecules forming stacks, and understanding of how these structures are formed is important to be able to optimize these chromophore systems. Simulations of these stacks requires system sizes of tens of thousands of atoms, placing them out of reach of what is possible with DFT.

Machine Learning (ML) offers a possible solution to this problem. Specifically, by using ML models to approximate DFT, so called ML force fields, accurate simulations of sufficiently large systems can be performed at a fraction of the cost of DFT. 

In this work, we present a workflow for developing ML force fields starting from reference data generated with DFT, using the Python package Calorine. We construct Neuroevolution Potentials (NEP), which are highly accurate and efficient neural network potentials implemented in the GPUMD package. We then demonstrate how to use the models to predict experimentally relevant observables, such as dynamical structure factors which are of particular interest in neutron scattering experiments, using the Python package Dynasor. Here, we study crystalline benzene as a prototype system, but the work can be readily extended to other systems and materials.",,,90,1,en,False,False,,NASG3L,Eric Lindgren,,,,2.00,1.8,,Machine Learning enables accurate simulations of important materials for the transition to a sustainable future. We present a workflow for efficiently creating and using such models.,,,,"Simulations (e.g., Physics, CFD, ESMs)",,some,some,,https://calorine.materialsmodeling.org/,https://calorine.materialsmodeling.org/
YP9N8H,GPT generated text detection: problems and solution in the scientific publishing,confirmed,,Talk (15 mins + Q&A),Machine and Deep Learning,2023-06-02T12:06:58.420044+00:00,,"Since its release, ChatGPT is now widely adopted as ""the"" text generation tool used across all industries and businesses. This also includes the domain of scientific research where we do observe more and more scientific papers partially or even fully generated by AI. The same also applies to the peer-reviews reports created while reviewing a paper.

What are the guidelines in the scientific research world? What is now the meaning of the written word and how do we build a model that can identify whether a text is AI-generated? What are the potential solutions to solve this important issue?

Within this talk, we are discussing on how to detect AI-generated text and  how to create a scalable architecture integrating this tool.","ChatGPT and its Open Source alternatives are nowadays being integrated in different text writing workflows. The scientific research, being also heavenly impacted by those new technologies, creates a lot of debate about whether or not these technologies should be used for scientific papers writing. The COPE guidelines are very clear about it, however, there is currently no effective tools available that can  efficiently identify whether a text is AI-generated.

There are already some promising principles on how to solve this problem that can be categorized as: watermarking, likelihood detection, and classification. How can these algorithms be used within the scientific writing to detect AI-generated text and how to integrate them into the AI-infrastructure using Python and other modern tools (such as vector search engine for example)?","We have submitted two talks, this one entitled ""GPT generated text detection: problems and solution in the scientific publishing"" and a previous one entitled ""Building an AI-Infrastructure, that works, at reasonable scale"". Please chose one of the two talks than best matches the conference. There is also a possibility we present both talks, as an option.",,20,1,en,True,False,,"PP3NZ9, SBADQX","Dr. Milos Cuculovic, Andrea Guzzo",HS 120,2023-08-16T09:40:00+00:00,2023-08-16T12:00:00+02:00,1.00,1.0,,GPT generated text detection: problems and solution in the scientific publishing,,,Other,,,some,some,yes,,
YQNNB7,MLEES - An Initial Guide through the Thickets of Machine Learning Research in Earth and Environmental Sciences,confirmed,,Poster,"Community, Education, and Outreach",2023-05-02T18:52:41.709655+00:00,,"Students in earth and environmental sciences generally have limited time dedicated to learning programming. As machine learning (ML) techniques become more widespread in our fields, we find that providing course materials that introduce the concepts behind ML techniques and materials showcasing the use of techniques in recent literature helps students develop the skills necessary to apply ML to their own research. We tackle each ML concept through notebooks that use benchmark datasets and take inspiration from renowned references. We then focus on reproduction of the work in over 5 papers/preprints that successfully applied ML to climate science, emphasizing the importance of reproducibility and establishing trust in ML research. We also provide a platform to highlight the result of our students' work via final projects in which they apply the course’s concepts in their Master's research. These further show how the course promotes work at the intersection of environmental science and elementary ML methods. The materials are open source, hosted on GitHub, and further developments will increase the variety in deep learning algorithms presented throughout the course. We also provide materials covering an introduction to the Python skills required to follow the notebooks.  Finally, part of the materials have already been used in a Massively Open Online Course (MOOC) developed by ECMWF, we hope to continue with development of a more robust Jupyter book and to develop our own MOOC.","Students in earth and environmental sciences generally have a very limited amount of time dedicated to learning how to program. As the use of machine learning techniques becomes more widespread in our fields, we find that providing course materials that introduce the concepts behind classical and novel ML techniques as well as accompanying materials that showcase the use of techniques in recent literature helps students develop the skills necessary to apply ML to their own research. We tackle each machine learning concept through pedagogical notebooks that rely on benchmark datasets (e.g., MNIST and the Palmer's Penguins Dataset) and that take inspiration from well known references. Then, we focus on reproduction of the work in over 5 papers and preprints, emphasizing the importance of reproducible work and ways of understanding and establishing trust in ML research. To do this, we have developed a collection of Jupyter Notebooks that rely on the use of Python and a number of fundamental libraries (e.g., Scikit-Learn, Pandas, PyTorch, TensorFlow, and Matplotlib) to guide students through understanding the difference between classification and regression algorithms, performance benchmarking and the use of baselines, and approaches to using modern deep learning algorithms for research. We also provide a platform to highlight the result of our students' work in the course via a final project that is meant to help the students apply the concepts from the course in their Master's research. The final projects, archived at https://wp.unil.ch/dawn/ml_ees_projects/, demonstrate that the course's current version promotes work at the intersection of environmental science and elementary machine learning methods. The materials themselves are open source and made available on GitHub, and further developments will increase the variety in deep learning algorithms presented throughout the course. In addition, we provide materials covering a brief introduction to the programming skills in Python required to follow the notebooks.  Finally, given that part of the course materials have already been used in a Massively Open Online Course (MOOC) developed by ECMWF (lms.ecmwf.int), we hope to continue with development of a more robust Jupyter book and eventually develop our own MOOC.","Collaborators: Tom Beucler, Iat Hin-Tam, Jingyan Yu

The poster is meant to provide a complete overview of the course, QR codes and descriptions for each of the notebooks and key figures of what they cover.",,90,1,en,True,False,,JZ3LXH,Milton Gomez,,,,2.00,2.0,,A Guided Tour of Machine Learning for Environmental Sciences,,Learning and Teaching Scientific Python,,,,some,some,,,
YTW3UF,Pandas 2.0 and beyond,confirmed,,Talk (25 mins + Q&A),Data Science and Visualisation,2023-05-14T20:35:10.141011+00:00,,Pandas has reached a 2.0 milestone in 2023. But what does that mean? And what is coming after 2.0? This talk will give an overview of what happened in the latest releases of pandas and highlight some topics and major new features the pandas project is working on,"The pandas 2.0 release is targeted for the first quarter of 2023. This is a major milestone for the pandas project, and this talk will start with an overview of this release. Pandas 2.0 includes some new (experimental) features, but mostly means enforcing deprecations that have been accumulated in the 1.x series, along with some necessary breaking changes.

But that doesn’t mean there are no interesting features to talk about! The main part of the presentation will showcase some new features, both already released as opt-in features or to come in future releases.
Support for non-nanosecond resolution datetimes, allowing time spans ranging over a billion of years. Improved support for nullable data types, including easy opt-in options for I/O functions. Experimental integration with pyarrow to back columns of a DataFrame (beyond the string dtype).
A major change that is under way is a change to the copy and view semantics of operations in pandas (related to the well-known (or hated) SettingWithCopyWarning). This is already available as an experimental opt-in to test and use the new behaviour, and will probably be a highlight of pandas 3.0.",,,30,1,en,False,False,,7VUXWM,Joris Van den Bossche,Aula,2023-08-16T09:05:00+00:00,2023-08-16T11:35:00+02:00,2.00,2.0,,Pandas has reached a 2.0 milestone in 2023. But what does that mean? And what is coming after 2.0? This talk will give an overview of what happened in the latest releases of pandas and highlight some topics and major new features the pandas,,,,,Data Analysis and Data Engineering,some,none,no,,https://github.com/pandas-dev/pandas/
ZA3FUY,Timing and Benchmarking Scientific Python,confirmed,,Talk (25 mins + Q&A),Data Science and Visualisation,2023-05-07T08:02:58.284914+00:00,,"Scientific code is often complex, resource-intensive, and sensitive to performance issues, making accurate timing and benchmarking critical for optimising performance and ensuring reproducibility. However, benchmarking scientific code presents several challenges, including variability in input data, hardware and software dependencies, and optimisation trade-offs. In this talk, I discuss the importance of timing and benchmarking for scientific code and outline strategies for addressing these challenges. Specifically, I emphasise the need for representative input data, controlled benchmarking environments, appropriate metrics, and careful documentation of the benchmarking process. By following these strategies, developers can effectively optimise code performance, select efficient algorithms and data structures, and ensure the reliability and reproducibility of scientific computations.","Scientific code plays a crucial role in advancing scientific research and discovery, but its complexity, resource-intensiveness, and sensitivity to performance issues make accurate timing and benchmarking critical for optimal performance and reproducibility. To this end, this talk addresses the importance of timing and benchmarking for scientific code, and outlines the challenges and strategies associated with it.

One of the main challenges in benchmarking scientific code is the variability of input data, which can influence the benchmarking results. To overcome this, it is essential to use representative input data that accurately reflects real-world scenarios. In addition, it is crucial to establish a controlled benchmarking environment to minimise the impact of external variables on the results. This includes running benchmarks on the same hardware and software configurations, using the same input data, and running multiple trials to ensure consistency.

Another challenge is the choice of appropriate metrics to measure performance. Depending on the specific requirements of the application, this may involve measuring execution time, memory usage, or other metrics. In addition, optimisation trade-offs can also affect benchmarking results, highlighting the importance of carefully balancing performance with other factors such as accuracy and maintainability.

To ensure reproducibility, careful documentation of the benchmarking process is necessary, including the input data, hardware and software configurations, and benchmarking methodology. By following best practices such as these, developers can effectively optimise code performance, select efficient algorithms and data structures, and ensure the reliability and reproducibility of scientific computations.

In summary, this talk highlights the significance of accurate timing and benchmarking for scientific code, and presents strategies and best practices for overcoming the challenges associated with it. By implementing these strategies, researchers and developers can accelerate scientific progress and drive innovation through robust and reliable scientific computations.",,,30,1,en,True,False,,EQJWS9,Kai Striega,Aula,2023-08-16T11:30:00+00:00,2023-08-16T14:00:00+02:00,2.00,2.0,,"Timing and benchmarking are critical for scientific code, but pose challenges such as input variability and optimisation trade-offs. Using representative input data, controlled environments, and appropriate metrics can help.",,,,,Data Analysis and Data Engineering,none,some,no,,
ZMLBES,Streamline Your Scientific Work with AutoML,confirmed,,Poster,Machine and Deep Learning,2023-05-05T11:28:07.348703+00:00,,"How can AutoML technology be used in scientific research? Take a sneak peek at where your data analysis can be easier with mljar-supervised. By automating every step of the pipeline, from preprocessing to algorithm selection and explanation, researchers can easily advance their work. We will showcase the various fields in which scientists have implemented AutoML technology","MLJAR AutoML is one of the open-source data science tools that help to make the analytic process easier. Researchers can easily go forward with their work by automating each step of making the pipeline, such as preprocessing, choosing the correct algorithm, and explanation. The poster will show fields in which scientists were using AutoML technology (such as. medicine, pharmacology, environment, and finance). Some of they's work described in articles were printed in journals such as Nature or Science. We will also show the most valuable features of the MLJAR AutoML framework and its modes of work. Some of the advantages of using AutoML:
- explaining and understanding your data (Automatic Exploratory Data Analysis),
- trying many different machine learning models (Algorithm Selection and Hyper-Parameters tuning),
- creating Markdown reports from analysis with details about all models (Automatic-Documentation),
- saving, re-running, and loading the analysis and ML models.","This poster can also be a presentation. If you accept our topic, we can also present it as a talk.",,90,1,en,True,False,,"JWK7RV, B9JJ3N","Piotr Płoński, Aleksandra Płońska",,,,2.00,1.8,,Streamline Your Scientific Work with #AutoML #machinelearning #python #opensource,,,Supervised Learning,,,some,some,,https://github.com/mljar/mljar-supervised,https://github.com/mljar/mljar-supervised
ZNFWD3,Building divserve open source communities - learnings from PyLadies Berlin’s monthly open source hack nights,confirmed,,Talk (15 mins + Q&A),"Community, Education, and Outreach",2023-05-14T14:34:48.831987+00:00,,"Today state of the art scientific research as well as industrial software development strongly depend on open source libraries. The demographic of the contributors to these libraries is predominantly white and male. In order to increase participation of groups who have been historically underrepresented in this domain PyLadies Berlin, a volunteer run community group focussed on helping marginalised people to professionally establish themselves in tech, has been running hands on monthly open source hack nights for more than a year. After some initial challenges the initiative yielded encouraging results. This talk summarises the learnings and teaches how they can be applied in the wider open source community.","Contributing to open source projects is a highly rewarding activity that benefits not only society as whole but also individual contributors. For example, open source contributions provide a great opportunity for skill development and building a public portfolio. However, contributing to open source projects can be challenging especially for people belonging to underrepresented groups in tech because the majority of these people are career changers. In order to lower the barriers of contributing to open source projects PyLadies Berlin are running monthly open source hack nights during which participants are guided through making contributions to open source projects. After facing some hurdles in the early phase of this initiative, the hack nights have become popular events that attract people from all across Germany and even Europe. In this talk Dr Maren Westermann, the creator of this event series will walk the audience through the work involved behind the scenes, the challenges, and the lessons learned to make this initiative a success.",,,20,1,en,True,False,,R9KUCJ,Maren Westermann,Aula,2023-08-17T08:55:00+00:00,2023-08-17T11:15:00+02:00,2.00,1.3,,Learn about strategies for building divserve #opensource communities - learnings from PyLadies Berlin’s monthly open source hack nights presented by @MarenWestermann,,Diversity and Inclusion,,,,none,none,yes,,
ZX7PLY,Sprint EuroSciPy 2023 - Afternoon Session,confirmed,,Sprint,,2023-08-08T18:48:31.006285+00:00,,"A one-day sprint is organized on August 18. Open-source sprints are sessions where maintainers and contributors (including first-time contributors) meet and work together in improving the open-source projects. This can include bug fixes, new features, improvements to the documentation and others.","# Sprint

### Project sprint

A one-day sprint is organized on August 18. Open-source sprints are sessions where maintainers and contributors (including first-time contributors) meet and work together in improving the open-source projects. This can include bug fixes, new features, improvements to the documentation and others.

Sprints are a great way to get started in open-source development, learn, and meet like-minded people. All EuroSciPy attendees are welcome and encouraged to join the sprints.

The definitive schedule is not yet known and more sprints will be added when they are proposed, and some will be improvised in the same day. If you want to propose a sprint, please send us a message to maintainers@euroscipy.org .

### List of confirmed sprints:

- scikit-learn
     - GPU programming for scikit-learn with sklearn-numba-dpex and Array API.
     - Addressing issues from the GitHub issue tracker.
- pandas
- VizPy
- braindecode
     - Restructuring the documentation to make it more accessible for new users.
     - Re-implement and optimization the DataLoaders.
     - Re-implement the cropped training.


### Sprints Location

Address: 
Roshoffgasse 2,
CH-4051 Basel,
Switzerland",,,180,1,en,False,False,,,,,,,,,,Coding Sprint at EuroSciPy 2023 for Afternoon Session,Parallel Computing,Learning and Teaching Scientific Python,Supervised Learning,Astronomy,Data Analysis and Data Engineering,none,some,,,
